"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Meditation Monday- the water is always our happy place!

📸 Mike Iserman

#chesapeakebay #baybrdige #fisherman… https://t.co/yj1gy4xoRg",FALSE,7,NA,2021-09-13 10:01:08,TRUE,NA,"1437355660572831745",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","VisitAnnapolis",2,FALSE,FALSE,NA,NA
"RT @cottage_green: Custom Address 
Coastal House Welcome
Outdoor Waterproof Signs
https://t.co/mxWEx0l0jL #OceanCity #Baltimore #Annapolis…",FALSE,0,NA,2021-09-13 03:09:10,FALSE,NA,"1437251983501582339",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cottage_green",1,TRUE,FALSE,NA,NA
"Custom Address 
Coastal House Welcome
Outdoor Waterproof Signs
https://t.co/mxWEx0l0jL #OceanCity #Baltimore… https://t.co/tsEIkbEX6B",FALSE,0,NA,2021-09-13 02:54:11,TRUE,NA,"1437248212218400768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cottage_green",1,FALSE,FALSE,NA,NA
"RT @makospearguns: 📷 by @mitchell_huffman: Solid end to the summer season with saltwaterstuds 
#cobia #freediving #spearfishing #makospearg…",FALSE,0,NA,2021-09-12 21:54:33,FALSE,NA,"1437172806073061376",NA,"<a href=""https://www.abc.net.au/news/"" rel=""nofollow"">waterbot2h0</a>","waterbot_h2o",1,TRUE,FALSE,NA,NA
"📷 by @mitchell_huffman: Solid end to the summer season with saltwaterstuds 
#cobia #freediving #spearfishing… https://t.co/LEy01GV8qM",FALSE,0,NA,2021-09-12 21:46:37,TRUE,NA,"1437170811803164672",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","makospearguns",1,FALSE,FALSE,NA,NA
"Airbenders would definitely love the #ChesapeakeBay. After all, wind plays such an important role in our region!

https://t.co/emmYbHp8wi",FALSE,2,NA,2021-09-12 21:30:04,FALSE,NA,"1437166646293110787",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ChesapeakeNPS",0,FALSE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 20:16:17,FALSE,NA,"1437148079925379077",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IdlewoodLlc",6,TRUE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 19:54:25,FALSE,NA,"1437142575933239299",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prettyboutique7",6,TRUE,FALSE,NA,NA
"Terps beat Howard U in season - improve to 2-0. #NCAAFOOTBALL #Terps #BIG10 #UniversityOfMaryland #Maryland… https://t.co/MtDXL7TxkT",FALSE,0,NA,2021-09-12 19:17:04,TRUE,NA,"1437133175017377796",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/ZM7SZrDs54",FALSE,0,NA,2021-09-12 19:15:47,TRUE,NA,"1437132853452677121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/2xC7GYGMSI",FALSE,1,NA,2021-09-12 19:15:22,TRUE,NA,"1437132748796399617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/QiVXBu9DOo",FALSE,1,NA,2021-09-12 19:15:05,TRUE,NA,"1437132676901883906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/DMPsE06fEE",FALSE,1,NA,2021-09-12 19:14:48,TRUE,NA,"1437132604680155136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/MfeOR0kr94",FALSE,1,NA,2021-09-12 19:14:29,TRUE,NA,"1437132528033411077",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/abic01vjJi",FALSE,1,NA,2021-09-12 19:13:54,TRUE,NA,"1437132381249540103",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"#Maryland #Baltimore #Crabcakes #MarylandPride #OldBay #Art #OCMD #Annapolis #CharmCity #Foodie #GoodEats… https://t.co/iK5ygBoMRy",FALSE,1,NA,2021-09-12 19:13:38,TRUE,NA,"1437132312702033924",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",0,FALSE,FALSE,NA,NA
"So excited to find out #Maryland is fighting against #plasticpollution. Plastic waste is the single most preventabl… https://t.co/VmpWZ0scLV",FALSE,1,NA,2021-09-12 19:05:31,TRUE,NA,"1437130271124566016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1WellnessGIRL",1,FALSE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 18:18:20,FALSE,NA,"1437118394562662400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CluelessTees",6,TRUE,FALSE,NA,NA
"How can you help #SaveTheBay? Eat some oysters and send in the used shells to help create new reefs in the… https://t.co/LeFrPHYLYI",FALSE,2,NA,2021-09-12 17:45:02,TRUE,NA,"1437110014276210691",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ChesConserv",1,FALSE,FALSE,NA,NA
"YORK COUNTY 
Every area of Coastal Virginia in #HamptonRoads is
one ""METRO"" area, yes, even up to the heafwatets of… https://t.co/CUMpcZpy6Z",FALSE,0,NA,2021-09-12 17:44:14,TRUE,NA,"1437109812337258498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HopeFloatsVA",0,FALSE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 16:13:00,FALSE,NA,"1437086853228867585",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cottage_green",6,TRUE,FALSE,NA,NA
"The #oyster business is becoming an #ecotourism business, &amp; for #Maryland, education is critical.  #ChesapeakeBay o… https://t.co/k8gkTM6TrR",FALSE,8,NA,2021-09-12 15:36:38,TRUE,NA,"1437077702268305409",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SkywardApps",2,FALSE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 09:06:22,FALSE,NA,"1436979488571674625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SellableStuff",6,TRUE,FALSE,NA,NA
"RT @cottage_green: Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC #ChesapeakeBay #My…",FALSE,0,NA,2021-09-12 08:52:44,FALSE,NA,"1436976056871923713",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OkroguLes",6,TRUE,FALSE,NA,NA
"Nautical Outdoor Carved Custom PVC Signs by https://t.co/mxWEx0l0jL Mockups Provided #CustomSign #PVC… https://t.co/FfPqogBGaQ",FALSE,1,NA,2021-09-12 08:43:54,TRUE,NA,"1436973832598863875",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cottage_green",6,FALSE,FALSE,NA,NA
"RT @HopeFloatsVA: @marine_vision @SmithsonianMag Intensive insight. As the goals of the #ChesapeakeBay move forward to a 2025 deadline, inc…",FALSE,0,NA,2021-09-12 03:42:22,FALSE,NA,"1436897949733113863",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supergeenie",1,TRUE,FALSE,NA,NA
"Fire by the #chesapeakebay https://t.co/eLD8eUnmIU",FALSE,0,NA,2021-09-11 23:44:14,FALSE,NA,"1436838022050373633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mayita883",0,FALSE,FALSE,NA,NA
"@marine_vision @SmithsonianMag Intensive insight. As the goals of the #ChesapeakeBay move forward to a 2025 deadlin… https://t.co/w1L6X4hpex",FALSE,1,"marine_vision",2021-09-11 23:05:25,TRUE,"1436434307891949569","1436828255286349827","1366465062811164677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HopeFloatsVA",1,FALSE,FALSE,NA,NA
"RT @ChesConserv: Anyone in the mood for some Paw Paws? The paw paw is the largest edible fruit in the United States and can be foraged easi…",FALSE,0,NA,2021-09-11 18:27:29,FALSE,NA,"1436758310494027779",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shashib",3,TRUE,FALSE,NA,NA
"RT @ChesConserv: Anyone in the mood for some Paw Paws? The paw paw is the largest edible fruit in the United States and can be foraged easi…",FALSE,0,NA,2021-09-11 13:57:12,FALSE,NA,"1436690291344482310",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MOMsOrganicMrkt",3,TRUE,FALSE,NA,NA
"RT @HopeFloatsVA: Not where we started but where we are... saving the #ChesapeakeBay means many precious things. #Shoreline #oysters &amp; #sho…",FALSE,0,NA,2021-09-11 10:31:21,FALSE,NA,"1436638487260930051",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lizabethdarcy",1,TRUE,FALSE,NA,NA
"Not where we started but where we are... saving the #ChesapeakeBay means many precious things. #Shoreline #oysters… https://t.co/hI62V5A0wc",FALSE,1,NA,2021-09-11 03:11:25,TRUE,NA,"1436527773603016704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HopeFloatsVA",1,FALSE,FALSE,NA,NA
"RT @PamelaDAngelo1: “This week Omega Protein, a Canadian owned seafood company, spilled more than 400,000 dead menhaden fish into Hampton R…",FALSE,0,NA,2021-09-10 23:10:39,FALSE,NA,"1436467181538222132",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VRBusby",2,TRUE,FALSE,NA,NA
"During the remnants of #Ida one of my Taylor oyster floats broke away. Several people saw it and maybe someone foun… https://t.co/MN5GgC0AEe",FALSE,4,NA,2021-09-10 23:00:19,TRUE,NA,"1436464584857198618",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PamelaDAngelo1",0,FALSE,FALSE,NA,NA
"RT @PamelaDAngelo1: “This week Omega Protein, a Canadian owned seafood company, spilled more than 400,000 dead menhaden fish into Hampton R…",FALSE,0,NA,2021-09-10 22:09:00,FALSE,NA,"1436451667831136262",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","earthling_47",2,TRUE,FALSE,NA,NA
"“This week Omega Protein, a Canadian owned seafood company, spilled more than 400,000 dead menhaden fish into Hampt… https://t.co/FHhMpxBRdu",FALSE,1,NA,2021-09-10 20:09:32,TRUE,NA,"1436421604964245516",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PamelaDAngelo1",2,FALSE,FALSE,NA,NA
"RT @BirdlandDaily: #Maryland #Music #LocalMusic #LiveMusic #RockAndRoll #Blues #Country #Soul #Baltimore #Hons #MarylandPride #OldBay #Art…",FALSE,0,NA,2021-09-10 19:00:03,FALSE,NA,"1436404119116320769",NA,"<a href=""https://www.agri-linc.com"" rel=""nofollow"">Farm Machinery</a>","Farm_Machinery_",1,TRUE,FALSE,NA,NA
"#Maryland #Music #LocalMusic #LiveMusic #RockAndRoll #Blues #Country #Soul #Baltimore #Hons #MarylandPride #OldBay… https://t.co/WNcvw0fwp1",FALSE,2,NA,2021-09-10 18:58:22,TRUE,NA,"1436403693046337545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BirdlandDaily",1,FALSE,FALSE,NA,NA
"RT @ChesConserv: Anyone in the mood for some Paw Paws? The paw paw is the largest edible fruit in the United States and can be foraged easi…",FALSE,0,NA,2021-09-10 18:22:01,FALSE,NA,"1436394547190407172",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChesapeakeNPS",3,TRUE,FALSE,NA,NA
"Anyone in the mood for some Paw Paws? The paw paw is the largest edible fruit in the United States and can be forag… https://t.co/sDAy7TY7UE",FALSE,14,NA,2021-09-10 17:45:03,TRUE,NA,"1436385245067194380",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ChesConserv",3,FALSE,FALSE,NA,NA
"Nature path by the Bay. #trees #forest #nature #chesapeakebay https://t.co/kf2DZxlRtt",FALSE,1,NA,2021-09-10 17:05:08,FALSE,NA,"1436375199541350408",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ToshioK",0,FALSE,FALSE,NA,NA
"Stormy Skies Summer 2021 in Dorchester County, MD. #EasternShoreMD #ChesapeakeBay #Maryland #BandWPhoto #Summer2021… https://t.co/2vhWn6xPld",FALSE,0,NA,2021-09-10 15:14:52,TRUE,NA,"1436347447056424992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StevenBStudios",0,FALSE,FALSE,NA,NA
"There are plenty of National parks and trails to explore in the #ChesapeakeBay watershed!

@TubmanUGRRNPS… https://t.co/YiPBqCGX6p",FALSE,1,NA,2021-09-10 14:00:17,TRUE,NA,"1436328681014808576",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ChesapeakeNPS",0,FALSE,FALSE,NA,NA
"RT @PennEnvironment: New studies in the #ChesapeakeBay show that microplastics harm fish by blocking their airways and stomachs, changing t…",FALSE,0,NA,2021-09-10 13:53:50,FALSE,NA,"1436327056996978688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","drombit",2,TRUE,FALSE,NA,NA
"New studies in the #ChesapeakeBay show that microplastics harm fish by blocking their airways and stomachs, changin… https://t.co/T82c9eAZ0p",FALSE,4,NA,2021-09-10 13:46:42,TRUE,NA,"1436325261516103680",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PennEnvironment",2,FALSE,FALSE,NA,NA
"De Nora Celebrates 10 Years Of Successful Operation In #ChesapeakeBay https://t.co/Z1KHFX3199",FALSE,0,NA,2021-09-10 12:00:45,FALSE,NA,"1436298596152905729",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WaterOnline",0,FALSE,FALSE,NA,NA
"RT @ByTheBayPhotos: Sunset Glow Over the Patapsco River

#FortSmallwoodPark #AnneArundel #Maryland #ChesapeakeBay https://t.co/Lvj9PlOkkj",FALSE,0,NA,2021-09-10 03:06:13,FALSE,NA,"1436164077374656513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Grvyrdmama",1,TRUE,FALSE,NA,NA
"Sunset Glow Over the Patapsco River

#FortSmallwoodPark #AnneArundel #Maryland #ChesapeakeBay https://t.co/Lvj9PlOkkj",FALSE,12,NA,2021-09-10 02:28:43,FALSE,NA,"1436154639544725506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ByTheBayPhotos",1,FALSE,FALSE,NA,NA
"RT @ByTheBayPhotos: A Recent Post Storm Sunset Over Stoney Creek 

#AnneArundel #Maryland #ChesapeakeBay https://t.co/DJRgFNny3N",FALSE,0,NA,2021-09-10 01:23:08,FALSE,NA,"1436138136288047107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaBissNiss",3,TRUE,FALSE,NA,NA
"@GovLarryHogan @portofbalt If we can prove this project to be sustainable, then I’m excited. However if this means… https://t.co/nM3DnAWis2",FALSE,0,"GovLarryHogan",2021-09-10 00:21:25,TRUE,"1436117220552228877","1436122606130941953","2987671552","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1WellnessGIRL",0,FALSE,FALSE,NA,NA
"RT @ChesConserv: Conserving ancestral lands which are important to various American Indian tribes of the #ChesapeakeBay not only helps wate…",FALSE,0,NA,2021-09-09 22:51:58,FALSE,NA,"1436100092738605061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HopeFloatsVA",1,TRUE,FALSE,NA,NA
"MT @ChesConserv Conserving ancestral lands which are important to various American Indian tribes of the… https://t.co/Wy4UwWiYCU",FALSE,0,NA,2021-09-09 19:05:24,TRUE,NA,"1436043077500772354",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ndngenuity",0,FALSE,FALSE,NA,NA
"Conserving ancestral lands which are important to various American Indian tribes of the #ChesapeakeBay not only hel… https://t.co/NrWPBjIO5u",FALSE,3,NA,2021-09-09 18:45:02,TRUE,NA,"1436037951960535040",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ChesConserv",1,FALSE,FALSE,NA,NA
